brand,model,year,vehicle_age,mileage_km,fuel_type,seller_type,transmission,owner_type,price,price_currency
Maruti,Maruti Alto LX BSIII,2007,19,100000,Petrol,Individual,Manual,Second Owner,125000,INR
Maruti,Maruti Alto LX BSIII,2008,18,90000,Petrol,Individual,Manual,Second Owner,110000,INR
Maruti,Maruti Alto LX BSIII,2008,18,120000,Petrol,Individual,Manual,First Owner,75000,INR
Maruti,Maruti Alto LX BSIII,2008,18,120000,Petrol,Individual,Manual,Second Owner,85000,INR
Maruti,Maruti Alto LX BSIII,2008,18,120000,Petrol,Individual,Manual,Third Owner,110000,INR
Maruti,Maruti Alto LXI,2003,23,5000,Petrol,Individual,Manual,Second Owner,60000,INR
Maruti,Maruti Alto LXI,2004,22,50000,Petrol,Individual,Manual,Second Owner,70000,INR
Maruti,Maruti Alto LXI,2005,21,23000,Petrol,Individual,Manual,Second Owner,56000,INR
Maruti,Maruti Alto LXI,2005,21,124000,Petrol,Individual,Manual,Second Owner,100000,INR
Maruti,Maruti Alto LXi,2000,26,90000,Petrol,Individual,Manual,Second Owner,65000,INR
Maruti,Maruti Alto LXi,2006,20,80000,Petrol,Individual,Manual,First Owner,100000,INR
Maruti,Maruti Alto LXi,2006,20,80000,Petrol,Individual,Manual,Third Owner,75000,INR
Maruti,Maruti Alto LXi,2006,20,75118,Petrol,Individual,Manual,Second Owner,150000,INR
Maruti,Maruti Alto LXi,2006,20,100000,Petrol,Individual,Manual,Second Owner,60000,INR
Maruti,Maruti Alto LXi,2007,19,195000,Petrol,Individual,Manual,First Owner,100000,INR
Maruti,Maruti Alto LXi,2007,19,43826,Petrol,Dealer,Manual,Second Owner,90000,INR
Maruti,Maruti Alto LXi,2007,19,70000,Petrol,Individual,Manual,Second Owner,100000,INR
Maruti,Maruti Alto LXi,2007,19,100000,Petrol,Individual,Manual,Second Owner,100000,INR
Maruti,Maruti Alto LXi,2007,19,100000,Petrol,Individual,Manual,Second Owner,90000,INR
Maruti,Maruti Alto LXi,2007,19,40000,Petrol,Individual,Manual,Second Owner,75000,INR
Maruti,Maruti Alto LXi,2007,19,85000,Petrol,Individual,Manual,Second Owner,95000,INR
Maruti,Maruti Alto LXi,2007,19,70000,Petrol,Individual,Manual,First Owner,100000,INR
Maruti,Maruti Alto LXi,2008,18,90000,Petrol,Individual,Manual,Second Owner,110000,INR
Maruti,Maruti Alto LXi,2008,18,100000,Petrol,Individual,Manual,First Owner,69000,INR
Maruti,Maruti Alto LXi,2008,18,90000,Petrol,Individual,Manual,Second Owner,70000,INR
Maruti,Maruti Alto LXi,2008,18,70000,Petrol,Individual,Manual,First Owner,95000,INR
Maruti,Maruti Alto LXi,2008,18,30000,Petrol,Individual,Manual,First Owner,114999,INR
Maruti,Maruti Alto LXi,2008,18,130000,Petrol,Individual,Manual,Fourth & Above Owner,100000,INR
Maruti,Maruti Alto LXi,2009,17,66764,Petrol,Dealer,Manual,Second Owner,151000,INR
Maruti,Maruti Alto LXi,2009,17,100000,Petrol,Individual,Manual,First Owner,140000,INR
Maruti,Maruti Alto LXi,2009,17,20000,Petrol,Individual,Manual,First Owner,110000,INR
Maruti,Maruti Alto LXi,2009,17,80000,Petrol,Individual,Manual,Second Owner,140000,INR
Maruti,Maruti Alto LXi,2009,17,90246,Petrol,Individual,Manual,Third Owner,150000,INR
Maruti,Maruti Alto LXi,2009,17,50000,Petrol,Individual,Manual,Second Owner,110000,INR
Maruti,Maruti Alto LXi,2009,17,120000,Petrol,Individual,Manual,First Owner,150000,INR
Maruti,Maruti Alto LXi,2009,17,40000,Petrol,Individual,Manual,First Owner,150000,INR
Maruti,Maruti Alto LXi,2009,17,120000,Petrol,Individual,Manual,Second Owner,78000,INR
Maruti,Maruti Alto LXi,2010,16,90000,Petrol,Individual,Manual,Second Owner,120000,INR
Maruti,Maruti Alto LXi,2010,16,30000,Petrol,Individual,Manual,First Owner,140000,INR
Maruti,Maruti Alto LXi,2010,16,36000,Petrol,Individual,Manual,First Owner,160000,INR
Maruti,Maruti Alto LXi,2011,15,70000,Petrol,Individual,Manual,First Owner,150000,INR
Maruti,Maruti Alto LXi,2011,15,78000,Petrol,Individual,Manual,First Owner,135000,INR
Maruti,Maruti Alto LXi,2011,15,40000,Petrol,Individual,Manual,Second Owner,150000,INR
Maruti,Maruti Alto LXi,2011,15,60000,Petrol,Individual,Manual,Third Owner,175000,INR
Maruti,Maruti Alto LXi,2011,15,37091,Petrol,Individual,Manual,First Owner,225000,INR
Maruti,Maruti Alto LXi,2011,15,40000,Petrol,Individual,Manual,First Owner,200000,INR
Maruti,Maruti Alto LXi,2012,14,60000,Petrol,Individual,Manual,Second Owner,160000,INR
Maruti,Maruti Alto LXi,2012,14,80000,Petrol,Individual,Manual,Third Owner,175000,INR
Maruti,Maruti Alto LXi,2012,14,60000,Petrol,Individual,Manual,Second Owner,180000,INR
Maruti,Maruti Alto LXi,2012,14,50000,Petrol,Individual,Manual,First Owner,150000,INR
Maruti,Maruti Alto LXi,2012,14,40000,Petrol,Individual,Manual,Second Owner,180000,INR
Maruti,Maruti Alto LXi BSII,2002,24,80000,Petrol,Individual,Manual,Fourth & Above Owner,100000,INR
Maruti,Maruti Alto LXi BSIII,2006,20,90000,Petrol,Individual,Manual,Third Owner,135000,INR
Maruti,Maruti Alto LXi BSIII,2008,18,80000,Petrol,Individual,Manual,First Owner,125000,INR
Maruti,Maruti Alto LXi BSIII,2008,18,60000,Petrol,Individual,Manual,Second Owner,91200,INR
Maruti,Maruti Alto LXi BSIII,2008,18,102000,Petrol,Dealer,Manual,First Owner,125000,INR
Maruti,Maruti Alto LXi BSIII,2008,18,70000,Petrol,Individual,Manual,Third Owner,180000,INR
Maruti,Maruti Alto LXi BSIII,2008,18,70000,Petrol,Individual,Manual,First Owner,125000,INR
Maruti,Maruti Alto LXi BSIII,2008,18,30000,Petrol,Individual,Manual,Second Owner,105000,INR
Maruti,Maruti Alto LXi BSIII,2008,18,40000,Petrol,Individual,Manual,Second Owner,130000,INR
Maruti,Maruti Alto LXi BSIII,2009,17,80000,Petrol,Individual,Manual,Second Owner,130000,INR
Maruti,Maruti Alto LXi BSIII,2009,17,90000,Petrol,Individual,Manual,Second Owner,114999,INR
Maruti,Maruti Alto LXi BSIII,2010,16,40000,Petrol,Individual,Manual,Second Owner,150000,INR
Maruti,Maruti Alto LXi BSIII,2010,16,25000,Petrol,Individual,Manual,First Owner,210000,INR
Maruti,Maruti Alto LXi BSIII,2010,16,73350,Petrol,Dealer,Manual,First Owner,190000,INR
Maruti,Maruti Alto LXi BSIII,2010,16,52000,Petrol,Individual,Manual,Second Owner,190000,INR
Maruti,Maruti Alto STD,2005,21,50000,Petrol,Individual,Manual,Second Owner,95000,INR
Maruti,Maruti Alto STD,2008,18,100000,Petrol,Individual,Manual,Second Owner,80000,INR
Maruti,Maruti Alto STD,2009,17,70000,Petrol,Individual,Manual,First Owner,72000,INR
Maruti,Maruti Alto VXi,2002,24,60000,Petrol,Individual,Manual,Third Owner,120000,INR
Maruti,Maruti Alto VXi,2015,11,26134,Petrol,Dealer,Manual,First Owner,280000,INR
Maruti,Maruti Baleno Alpha,2019,7,16000,Petrol,Individual,Manual,First Owner,700000,INR
Maruti,Maruti Baleno Alpha 1.2,2015,11,30000,Petrol,Individual,Manual,First Owner,550000,INR
Maruti,Maruti Baleno Alpha 1.2,2017,9,52000,Petrol,Dealer,Manual,First Owner,625000,INR
Maruti,Maruti Baleno Alpha 1.2,2017,9,40000,Petrol,Individual,Manual,First Owner,619000,INR
Maruti,Maruti Baleno Alpha 1.2,2018,8,40000,Petrol,Individual,Manual,First Owner,690000,INR
Maruti,Maruti Baleno Alpha 1.2,2018,8,11174,Petrol,Dealer,Manual,First Owner,690000,INR
Maruti,Maruti Baleno Alpha 1.2,2019,7,24000,Petrol,Individual,Manual,First Owner,556000,INR
Maruti,Maruti Baleno Alpha 1.3,2016,10,64672,Diesel,Trustmark Dealer,Manual,First Owner,770000,INR
Maruti,Maruti Baleno Alpha 1.3,2016,10,100000,Diesel,Individual,Manual,First Owner,610000,INR
Maruti,Maruti Baleno Alpha 1.3,2016,10,60000,Diesel,Individual,Manual,First Owner,675000,INR
Maruti,Maruti Baleno Alpha 1.3,2016,10,50000,Diesel,Individual,Manual,First Owner,575000,INR
Maruti,Maruti Baleno Alpha 1.3,2017,9,14000,Diesel,Dealer,Manual,First Owner,835000,INR
Maruti,Maruti Baleno Alpha 1.3,2017,9,70000,Diesel,Individual,Manual,First Owner,650000,INR
Maruti,Maruti Baleno Alpha 1.3,2017,9,90000,Diesel,Individual,Manual,First Owner,800000,INR
Maruti,Maruti Baleno Alpha 1.3,2019,7,30000,Diesel,Individual,Manual,First Owner,800000,INR
Maruti,Maruti Baleno Alpha CVT,2018,8,11212,Petrol,Trustmark Dealer,Automatic,First Owner,825000,INR
Maruti,Maruti Baleno Delta 1.2,2017,9,43608,Petrol,Trustmark Dealer,Manual,First Owner,585000,INR
Maruti,Maruti Baleno Delta 1.2,2017,9,60000,Petrol,Individual,Manual,First Owner,509000,INR
Maruti,Maruti Baleno Delta 1.2,2018,8,20000,Petrol,Individual,Manual,First Owner,550000,INR
Maruti,Maruti Baleno Delta 1.2,2018,8,2000,Petrol,Individual,Manual,First Owner,600000,INR
Maruti,Maruti Baleno Delta 1.2,2018,8,8000,Petrol,Individual,Manual,First Owner,550000,INR
Maruti,Maruti Baleno Delta 1.2,2019,7,5000,Petrol,Individual,Manual,First Owner,600000,INR
Maruti,Maruti Baleno Delta 1.3,2017,9,20000,Diesel,Individual,Manual,First Owner,650000,INR
Maruti,Maruti Baleno Delta 1.3,2018,8,15000,Diesel,Individual,Manual,First Owner,650000,INR
Maruti,Maruti Baleno Delta Automatic,2018,8,25000,Petrol,Individual,Automatic,First Owner,550000,INR
Maruti,Maruti Baleno Delta Automatic,2018,8,7600,Petrol,Individual,Automatic,First Owner,600000,INR
Maruti,Maruti Baleno Delta Automatic,2018,8,50000,Petrol,Individual,Automatic,First Owner,520000,INR
Maruti,Maruti Baleno Delta Diesel,2015,11,58000,Diesel,Dealer,Manual,First Owner,511000,INR
Maruti,Maruti Baleno RS 1.0 Petrol,2018,8,63000,Petrol,Individual,Manual,First Owner,550000,INR
Maruti,Maruti Baleno Sigma 1.2,2015,11,10000,Petrol,Individual,Manual,First Owner,500000,INR
Maruti,Maruti Baleno Vxi,2006,20,120000,Petrol,Individual,Manual,Third Owner,80000,INR
Maruti,Maruti Baleno Vxi,2007,19,100000,Petrol,Individual,Manual,Second Owner,163000,INR
Maruti,Maruti Baleno Zeta,2016,10,49217,Petrol,Trustmark Dealer,Manual,First Owner,725000,INR
Maruti,Maruti Baleno Zeta,2020,6,1100,Petrol,Individual,Manual,First Owner,700000,INR
Maruti,Maruti Baleno Zeta 1.2,2016,10,15000,Petrol,Individual,Manual,First Owner,580000,INR
Maruti,Maruti Baleno Zeta 1.2,2017,9,25000,Petrol,Individual,Manual,First Owner,641000,INR
Maruti,Maruti Baleno Zeta 1.2,2017,9,20000,Petrol,Individual,Manual,First Owner,550000,INR
Maruti,Maruti Baleno Zeta 1.2,2017,9,49834,Petrol,Trustmark Dealer,Manual,First Owner,650000,INR
Maruti,Maruti Baleno Zeta 1.2,2019,7,40000,Petrol,Individual,Manual,First Owner,630000,INR
Maruti,Maruti Baleno Zeta 1.2,2019,7,11000,Petrol,Individual,Manual,First Owner,750000,INR
Maruti,Maruti Baleno Zeta 1.3,2016,10,72000,Diesel,Individual,Manual,First Owner,600000,INR
Maruti,Maruti Baleno Zeta 1.3,2018,8,70000,Diesel,Individual,Manual,First Owner,750000,INR
Maruti,Maruti Baleno Zeta Automatic,2018,8,26000,Petrol,Individual,Automatic,First Owner,700000,INR
Maruti,Maruti Celerio Green VXI,2017,9,78000,CNG,Individual,Manual,First Owner,365000,INR
Maruti,Maruti Celerio LXI MT BSIV,2019,7,50000,Petrol,Individual,Manual,First Owner,340000,INR
Maruti,Maruti Celerio VDi,2015,11,70000,Diesel,Individual,Manual,Second Owner,390000,INR
Maruti,Maruti Celerio VDi,2016,10,90000,Diesel,Individual,Manual,Third Owner,240000,INR
Maruti,Maruti Celerio VXI,2014,12,82000,Petrol,Dealer,Manual,Second Owner,300000,INR
Maruti,Maruti Celerio VXI,2015,11,45000,Petrol,Individual,Manual,First Owner,220000,INR
Maruti,Maruti Celerio VXI,2015,11,35000,Petrol,Individual,Manual,First Owner,300000,INR
Maruti,Maruti Celerio VXI,2015,11,60000,Petrol,Individual,Manual,Third Owner,300000,INR
Maruti,Maruti Celerio VXI,2016,10,56000,Petrol,Dealer,Manual,First Owner,340000,INR
Maruti,Maruti Celerio VXI,2016,10,20194,Petrol,Dealer,Manual,First Owner,399000,INR
Maruti,Maruti Celerio VXI,2016,10,20000,Petrol,Individual,Manual,First Owner,380000,INR
Maruti,Maruti Celerio VXI,2017,9,93000,Petrol,Dealer,Manual,First Owner,430000,INR
Maruti,Maruti Celerio VXI AMT BSIV,2016,10,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,450000,INR
Maruti,Maruti Celerio VXI AT,2015,11,30500,Petrol,Dealer,Automatic,Second Owner,395000,INR
Maruti,Maruti Celerio VXI AT,2017,9,32670,Petrol,Dealer,Automatic,First Owner,415000,INR
Maruti,Maruti Celerio VXI AT,2017,9,50000,Petrol,Individual,Automatic,First Owner,450000,INR
Maruti,Maruti Celerio VXI Optional,2017,9,14000,Petrol,Dealer,Manual,First Owner,430999,INR
Maruti,Maruti Celerio X ZXI BSIV,2019,7,13900,Petrol,Individual,Manual,First Owner,490000,INR
Maruti,Maruti Celerio ZDi,2015,11,120000,Diesel,Individual,Manual,First Owner,350000,INR
Maruti,Maruti Celerio ZXI,2016,10,21000,Petrol,Dealer,Manual,First Owner,434999,INR
Maruti,Maruti Celerio ZXI,2017,9,50000,Petrol,Individual,Manual,First Owner,420000,INR
Maruti,Maruti Celerio ZXI,2017,9,35000,Petrol,Individual,Manual,First Owner,409999,INR
Maruti,Maruti Celerio ZXI,2017,9,20000,Petrol,Individual,Manual,First Owner,415000,INR
Maruti,Maruti Celerio ZXI,2019,7,20000,Petrol,Dealer,Manual,First Owner,490000,INR
Maruti,Maruti Celerio ZXI AMT BSIV,2018,8,10000,Petrol,Individual,Automatic,First Owner,500000,INR
Maruti,Maruti Celerio ZXI AT,2017,9,25000,Petrol,Individual,Automatic,First Owner,509999,INR
Maruti,Maruti Celerio ZXI MT BSIV,2019,7,3700,Petrol,Individual,Manual,First Owner,425000,INR
Maruti,Maruti Celerio ZXI Optional AMT BSIV,2017,9,82000,Petrol,Individual,Automatic,First Owner,370000,INR
Maruti,Maruti Ciaz 1.3 Delta,2018,8,60000,Diesel,Individual,Manual,First Owner,750000,INR
Maruti,Maruti Ciaz 1.4 AT Zeta,2017,9,40000,Petrol,Individual,Automatic,First Owner,500000,INR
Maruti,Maruti Ciaz 1.4 AT Zeta,2019,7,15000,Petrol,Dealer,Automatic,First Owner,869999,INR
Maruti,Maruti Ciaz 1.4 Alpha,2017,9,31063,Petrol,Trustmark Dealer,Manual,First Owner,780000,INR
Maruti,Maruti Ciaz 1.4 Alpha,2018,8,22000,Petrol,Individual,Manual,First Owner,925000,INR
Maruti,Maruti Ciaz 1.4 Alpha,2018,8,20000,Petrol,Individual,Manual,First Owner,925000,INR
Maruti,Maruti Ciaz 1.4 Delta,2018,8,70000,Petrol,Individual,Manual,First Owner,650000,INR
Maruti,Maruti Ciaz 1.4 Zeta,2017,9,46000,Petrol,Individual,Manual,First Owner,680000,INR
Maruti,Maruti Ciaz S 1.3,2018,8,30000,Diesel,Individual,Manual,First Owner,850000,INR
Maruti,Maruti Ciaz Sigma BSIV,2018,8,20000,Petrol,Individual,Manual,First Owner,800000,INR
Maruti,Maruti Ciaz VDI SHVS,2016,10,50900,Diesel,Dealer,Manual,First Owner,675000,INR
Maruti,Maruti Ciaz VDI SHVS,2017,9,55545,Diesel,Dealer,Manual,First Owner,750000,INR
Maruti,Maruti Ciaz VDi,2015,11,90658,Diesel,Dealer,Manual,First Owner,550000,INR
Maruti,Maruti Ciaz VDi Option SHVS,2015,11,65000,Diesel,Dealer,Manual,First Owner,565000,INR
Maruti,Maruti Ciaz VDi Plus,2015,11,100000,Diesel,Individual,Manual,First Owner,525000,INR
Maruti,Maruti Ciaz VDi Plus,2015,11,97000,Diesel,Individual,Manual,Second Owner,660000,INR
Maruti,Maruti Ciaz VDi Plus SHVS,2016,10,51000,Diesel,Dealer,Manual,First Owner,665000,INR
Maruti,Maruti Ciaz VDi Plus SHVS,2016,10,79991,Diesel,Dealer,Manual,First Owner,701000,INR
Maruti,Maruti Ciaz VXi,2014,12,15000,Petrol,Individual,Manual,First Owner,700000,INR
Maruti,Maruti Ciaz VXi,2015,11,69782,Petrol,Dealer,Manual,First Owner,550000,INR
Maruti,Maruti Ciaz VXi Plus,2015,11,24000,Petrol,Dealer,Manual,First Owner,585000,INR
Maruti,Maruti Ciaz ZDi,2014,12,90000,Diesel,Dealer,Manual,Second Owner,550000,INR
Maruti,Maruti Ciaz ZDi Plus,2016,10,72787,Diesel,Trustmark Dealer,Manual,First Owner,640000,INR
Maruti,Maruti Ciaz ZDi Plus,2017,9,64000,Diesel,Dealer,Manual,First Owner,751000,INR
Maruti,Maruti Ciaz ZDi Plus SHVS,2016,10,50000,Diesel,Individual,Manual,First Owner,750000,INR
Maruti,Maruti Ciaz ZDi Plus SHVS,2017,9,50000,Diesel,Individual,Manual,First Owner,750000,INR
Maruti,Maruti Ciaz ZDi Plus SHVS,2017,9,51500,Diesel,Individual,Manual,Second Owner,749000,INR
Maruti,Maruti Ciaz ZDi SHVS,2015,11,77000,Diesel,Individual,Manual,First Owner,700000,INR
Maruti,Maruti Ciaz ZDi SHVS,2016,10,60000,Diesel,Individual,Manual,First Owner,685000,INR
Maruti,Maruti Ciaz ZXi,2015,11,30000,Petrol,Individual,Manual,First Owner,800000,INR
Maruti,Maruti Ciaz ZXi,2016,10,30000,Petrol,Dealer,Manual,First Owner,625000,INR
Maruti,Maruti Ciaz ZXi Plus,2015,11,66000,Petrol,Individual,Manual,First Owner,675000,INR
Maruti,Maruti Ciaz ZXi Plus,2016,10,6000,Petrol,Dealer,Manual,First Owner,750000,INR
Maruti,Maruti Ciaz Zeta BSIV,2019,7,11000,Petrol,Individual,Manual,First Owner,925000,INR
Maruti,Maruti Eeco 5 STR With AC Plus HTR CNG,2010,16,80000,CNG,Individual,Manual,Fourth & Above Owner,170000,INR
Maruti,Maruti Eeco 5 STR With AC Plus HTR CNG,2012,14,75000,CNG,Dealer,Manual,First Owner,229999,INR
Maruti,Maruti Eeco 5 STR With AC Plus HTR CNG,2012,14,70000,CNG,Individual,Manual,Second Owner,160000,INR
Maruti,Maruti Eeco 5 STR With AC Plus HTR CNG,2017,9,14100,CNG,Dealer,Manual,First Owner,440000,INR
Maruti,Maruti Eeco 5 STR With AC Plus HTR CNG,2018,8,45000,CNG,Individual,Manual,First Owner,409999,INR
Maruti,Maruti Eeco 5 Seater AC BSIV,2017,9,8352,Petrol,Dealer,Manual,First Owner,425000,INR
Maruti,Maruti Eeco 5 Seater AC BSIV,2017,9,30000,Petrol,Dealer,Manual,First Owner,260000,INR
Maruti,Maruti Eeco 5 Seater AC BSIV,2017,9,40000,Petrol,Individual,Manual,Second Owner,350000,INR
Maruti,Maruti Eeco 5 Seater AC BSIV,2018,8,10200,Petrol,Dealer,Manual,First Owner,401000,INR
Maruti,Maruti Eeco 5 Seater AC BSIV,2018,8,20000,Petrol,Individual,Manual,First Owner,395000,INR
Maruti,Maruti Eeco 5 Seater AC BSIV,2018,8,25000,Petrol,Individual,Manual,First Owner,300000,INR
Maruti,Maruti Eeco 5 Seater Standard BSIV,2019,7,5000,Petrol,Individual,Manual,First Owner,380000,INR
Maruti,Maruti Eeco 7 Seater Standard BSIV,2014,12,39093,Petrol,Dealer,Manual,First Owner,325000,INR
Maruti,Maruti Eeco 7 Seater Standard BSIV,2017,9,24000,Petrol,Individual,Manual,First Owner,390000,INR
Maruti,Maruti Eeco 7 Seater Standard BSIV,2017,9,30000,Petrol,Individual,Manual,First Owner,260000,INR
Maruti,Maruti Eeco 7 Seater Standard BSIV,2017,9,51000,Petrol,Dealer,Manual,First Owner,350000,INR
Maruti,Maruti Eeco 7 Seater Standard BSIV,2018,8,20000,Petrol,Individual,Manual,First Owner,270000,INR
Maruti,Maruti Eeco CNG 5 Seater AC BSIV,2019,7,10000,CNG,Individual,Manual,First Owner,470000,INR
Maruti,Maruti Eeco CNG 5 Seater AC BSIV,2019,7,4000,CNG,Individual,Manual,First Owner,470000,INR
Maruti,Maruti Eeco CNG 5 Seater AC BSIV,2020,6,7000,CNG,Individual,Manual,First Owner,495000,INR
Maruti,Maruti Eeco Smiles 5 Seater AC,2013,13,76600,Petrol,Dealer,Manual,First Owner,280000,INR
Maruti,Maruti Eeco Smiles 5 Seater AC,2014,12,30000,Petrol,Dealer,Manual,First Owner,325000,INR
Maruti,Maruti Eeco Smiles 5 Seater AC,2016,10,72500,Petrol,Dealer,Manual,First Owner,330000,INR
Maruti,Maruti Ertiga 1.5 VDI,2019,7,15000,Diesel,Individual,Manual,First Owner,1000000,INR
Maruti,Maruti Ertiga 1.5 VDI,2020,6,90000,Diesel,Individual,Manual,First Owner,550000,INR
Maruti,Maruti Ertiga BSIV VXI AT,2017,9,30600,Petrol,Individual,Automatic,First Owner,800000,INR
Maruti,Maruti Ertiga BSIV ZXI,2015,11,80000,Petrol,Individual,Manual,First Owner,500000,INR
Maruti,Maruti Ertiga SHVS LDI,2017,9,40000,Diesel,Individual,Manual,First Owner,500000,INR
Maruti,Maruti Ertiga SHVS LDI Option,2017,9,120000,Diesel,Individual,Manual,First Owner,700000,INR
Maruti,Maruti Ertiga SHVS VDI,2015,11,55000,Diesel,Dealer,Manual,First Owner,700000,INR
Maruti,Maruti Ertiga SHVS VDI,2016,10,70000,Diesel,Individual,Manual,Second Owner,800000,INR
Maruti,Maruti Ertiga SHVS VDI,2016,10,78000,Diesel,Individual,Manual,Third Owner,550000,INR
Maruti,Maruti Ertiga SHVS VDI,2016,10,80000,Diesel,Individual,Manual,First Owner,600000,INR
Maruti,Maruti Ertiga SHVS VDI,2016,10,60000,Diesel,Individual,Manual,First Owner,650000,INR
Maruti,Maruti Ertiga SHVS VDI,2017,9,60000,Diesel,Individual,Manual,First Owner,720000,INR
Maruti,Maruti Ertiga SHVS VDI,2017,9,24000,Diesel,Individual,Manual,First Owner,785000,INR
Maruti,Maruti Ertiga SHVS VDI,2017,9,60000,Diesel,Individual,Manual,Second Owner,890000,INR
Maruti,Maruti Ertiga SHVS ZDI,2016,10,115962,Diesel,Individual,Manual,Second Owner,450000,INR
Maruti,Maruti Ertiga SHVS ZDI,2016,10,58000,Diesel,Dealer,Manual,First Owner,825000,INR
Maruti,Maruti Ertiga SHVS ZDI,2017,9,64000,Diesel,Dealer,Manual,First Owner,880000,INR
Maruti,Maruti Ertiga SHVS ZDI Plus,2016,10,49000,Diesel,Individual,Manual,First Owner,760000,INR
Maruti,Maruti Ertiga SHVS ZDI Plus,2017,9,60000,Diesel,Individual,Manual,Second Owner,1000000,INR
Maruti,Maruti Ertiga SHVS ZDI Plus,2017,9,40000,Diesel,Individual,Manual,First Owner,1000000,INR
Maruti,Maruti Ertiga SHVS ZDI Plus,2017,9,35000,Diesel,Dealer,Manual,First Owner,940000,INR
Maruti,Maruti Ertiga SHVS ZDI Plus,2018,8,50000,Diesel,Individual,Manual,First Owner,980000,INR
Maruti,Maruti Ertiga VDI,2012,14,120000,Diesel,Individual,Manual,Third Owner,600000,INR
Maruti,Maruti Ertiga VDI,2012,14,120000,Diesel,Individual,Manual,Third Owner,550000,INR
Maruti,Maruti Ertiga VDI,2012,14,110000,Diesel,Individual,Manual,Second Owner,700000,INR
Maruti,Maruti Ertiga VDI,2013,13,110000,Diesel,Individual,Manual,First Owner,400000,INR
Maruti,Maruti Ertiga VDI,2013,13,80000,Diesel,Individual,Manual,First Owner,250999,INR
Maruti,Maruti Ertiga VDI,2014,12,120000,Diesel,Individual,Manual,Second Owner,500000,INR
Maruti,Maruti Ertiga VDI,2014,12,110000,Diesel,Individual,Manual,Second Owner,480000,INR
Maruti,Maruti Ertiga VDI,2014,12,100000,Diesel,Individual,Manual,Second Owner,500000,INR
Maruti,Maruti Ertiga VDI,2015,11,64441,Diesel,Dealer,Manual,First Owner,763000,INR
Maruti,Maruti Ertiga VDI,2015,11,60000,Diesel,Individual,Manual,Second Owner,600000,INR
Maruti,Maruti Ertiga VDI,2019,7,50000,Diesel,Individual,Manual,First Owner,925000,INR
Maruti,Maruti Ertiga VDI Limited Edition,2014,12,80000,Diesel,Individual,Manual,Second Owner,535000,INR
Maruti,Maruti Ertiga VXI,2014,12,20000,Petrol,Individual,Manual,First Owner,600000,INR
Maruti,Maruti Ertiga VXI,2014,12,25000,Petrol,Individual,Manual,First Owner,500000,INR
Maruti,Maruti Ertiga VXI,2014,12,35000,Petrol,Individual,Manual,First Owner,500000,INR
Maruti,Maruti Ertiga VXI,2015,11,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000,INR
Maruti,Maruti Ertiga VXI ABS,2013,13,40000,Petrol,Individual,Manual,First Owner,350000,INR
Maruti,Maruti Ertiga VXI CNG,2013,13,56228,CNG,Dealer,Manual,First Owner,525000,INR
Maruti,Maruti Ertiga VXI CNG,2014,12,56600,CNG,Dealer,Manual,First Owner,595000,INR
Maruti,Maruti Ertiga VXI CNG,2018,8,80000,CNG,Individual,Manual,First Owner,587000,INR
Maruti,Maruti Ertiga VXI Petrol,2018,8,50000,Petrol,Individual,Manual,First Owner,800000,INR
Maruti,Maruti Ertiga ZDI,2012,14,120000,Diesel,Individual,Manual,Fourth & Above Owner,480000,INR
Maruti,Maruti Ertiga ZDI,2012,14,110000,Diesel,Individual,Manual,Second Owner,555000,INR
Maruti,Maruti Ertiga ZDI,2013,13,89000,Diesel,Dealer,Manual,First Owner,640000,INR
Maruti,Maruti Ertiga ZDI,2014,12,59110,Diesel,Dealer,Manual,First Owner,665000,INR
Maruti,Maruti Ertiga ZDI,2015,11,100000,Diesel,Individual,Manual,First Owner,716000,INR
Maruti,Maruti Ertiga ZDI Plus,2019,7,30000,Diesel,Individual,Manual,First Owner,1100000,INR
Maruti,Maruti Ertiga ZXI,2014,12,13250,Petrol,Dealer,Manual,First Owner,635000,INR
Maruti,Maruti Ertiga ZXI AT Petrol,2019,7,11000,Petrol,Individual,Automatic,First Owner,950000,INR
Maruti,Maruti Esteem AX,1997,29,70000,Petrol,Individual,Automatic,First Owner,79000,INR
Maruti,Maruti Esteem Lxi,2005,21,60000,Petrol,Individual,Manual,Second Owner,70000,INR
Maruti,Maruti Esteem Lxi,2005,21,60000,Petrol,Individual,Manual,Third Owner,60000,INR
Maruti,Maruti Esteem Lxi - BSIII,2005,21,24000,Petrol,Individual,Manual,First Owner,80000,INR
Maruti,Maruti Esteem Lxi - BSIII,2006,20,90000,Petrol,Individual,Manual,First Owner,90000,INR
Maruti,Maruti Esteem Lxi - BSIII,2007,19,54000,Petrol,Individual,Manual,First Owner,75000,INR
Maruti,Maruti Esteem VX,1999,27,35000,Petrol,Individual,Manual,Second Owner,60000,INR
Maruti,Maruti Esteem Vxi,2005,21,20000,Petrol,Individual,Manual,Second Owner,100000,INR
Maruti,Maruti Esteem Vxi,2007,19,90000,Petrol,Individual,Manual,Second Owner,100000,INR
Maruti,Maruti Esteem Vxi - BSIII,2006,20,70000,Petrol,Individual,Manual,Third Owner,140000,INR
Maruti,Maruti Esteem Vxi - BSIII,2006,20,60000,Petrol,Individual,Manual,Second Owner,85000,INR
